ingredient_id_a,ingredient_inn_a,ingredient_zh_a,ingredient_id_b,ingredient_inn_b,ingredient_zh_b,cooccurrence_product_count,active_product_count,ingredient_a_product_count,ingredient_b_product_count,rate_within_a,rate_within_b,association_score,product_names,license_numbers
ING0006,Diphenhydramine,,ING0013,Bentonite,,1,0,18,1,0.0556,1.0000,23.6,撒隆濕布,衛署成製字第002108號
ING0006,Diphenhydramine,,ING0015,Carbo Med.,,1,0,18,1,0.0556,1.0000,23.6,涼涼涼鎮痛藥布,衛署成製字第002303號
ING0006,Diphenhydramine,,ING0079,Crotamiton,,1,0,18,1,0.0556,1.0000,23.6,帝文貼片,衛署藥輸字第024828號
ING0006,Diphenhydramine,,ING0080,Isopropyl Methyl Phenol,,1,0,18,1,0.0556,1.0000,23.6,帝文貼片,衛署藥輸字第024828號
ING0006,Diphenhydramine,,ING0014,Kaolin (White)(Bolus Alba),,1,0,18,1,0.0556,1.0000,23.6,撒隆濕布,衛署成製字第002108號
ING0006,Diphenhydramine,,ING0075,N-Nonanoyl Vanillylamide,,1,0,18,1,0.0556,1.0000,23.6,善必克貼布劑,衛署藥輸字第020500號
ING0006,Diphenhydramine,,ING0005,Thymol,,5,1,18,29,0.2778,0.1724,21.9,"撒隆巴斯;撒隆濕布;黃金膏;""德山""祛酸痛藥膠布;""得生""安可巴斯",內衛成製字第000061號;衛署成製字第002108號;衛署成製字第004435號;衛署藥製字第027581號;衛署藥製字第032919號
ING0006,Diphenhydramine,,ING0023,Mentha Oil,,3,0,18,14,0.1667,0.2143,18.9,樂貼藥布;好克斯貼布;痛貼貼貼片劑,衛署藥製字第038322號;衛署藥輸字第018709號;衛署藥輸字第018861號
ING0006,Diphenhydramine,,ING0017,Glycol Salicylate,,5,2,18,44,0.2778,0.1136,17.8,"""德山""祛酸痛藥膠布;美帝喜布藥膠布;生春痠痛寧藥膠布;樂貼藥布;善必克貼布劑",衛署藥製字第027581號;衛署藥製字第032110號;衛署藥製字第034140號;衛署藥製字第038322號;衛署藥輸字第020500號
ING0006,Diphenhydramine,,ING0049,Tocopherol Acetate,,3,0,18,18,0.1667,0.1667,16.7,美帝喜布藥膠布;樂貼藥布;痛貼貼貼片劑,衛署藥製字第032110號;衛署藥製字第038322號;衛署藥輸字第018861號
ING0006,Diphenhydramine,,ING0046,Tocopherol Acetate Alpha (Eq To Vit E Acetate) (Eq To Vitamin E Acetate),,2,1,18,8,0.1111,0.2500,16.7,痠痛寧藥膠布;生春痠痛寧藥膠布,衛署藥製字第033055號;衛署藥製字第034140號
ING0006,Diphenhydramine,,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,2,0,18,9,0.1111,0.2222,15.7,"""陽生"" 鎮痛膏布;舒必達藥膠布",衛署藥製字第021345號;衛署藥製字第027399號
ING0006,Diphenhydramine,,ING0001,Zinc Oxide,,3,0,18,22,0.1667,0.1364,15.1,"撒隆巴斯;撒隆濕布;""得生""安可巴斯",內衛成製字第000061號;衛署成製字第002108號;衛署藥製字第032919號
ING0006,Diphenhydramine,,ING0004,Borneol,,2,1,18,12,0.1111,0.1667,13.6,"撒隆巴斯;""德山""祛酸痛藥膠布",內衛成製字第000061號;衛署藥製字第027581號
ING0006,Diphenhydramine,,ING0074,Monoglycol Salicylate,,1,0,18,4,0.0556,0.2500,11.8,好克斯貼布,衛署藥輸字第018709號
ING0006,Diphenhydramine,,ING0020,Gardenia Fruit Powder,,1,0,18,5,0.0556,0.2000,10.5,黃金膏,衛署成製字第004435號
ING0006,Diphenhydramine,,ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,1,0,18,5,0.0556,0.2000,10.5,黃金膏,衛署成製字第004435號
ING0006,Diphenhydramine,,ING0044,Nonylic-Vanillylamide,,1,0,18,6,0.0556,0.1667,9.6,痛貼貼貼片劑,衛署藥輸字第018861號
ING0006,Diphenhydramine,,ING0064,Lidocaine,,1,0,18,8,0.0556,0.1250,8.3,帝文貼片,衛署藥輸字第024828號
ING0006,Diphenhydramine,,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,18,12,0.0556,0.0833,6.8,黃金膏,衛署成製字第004435號
ING0006,Diphenhydramine,,ING0033,Tocopherol Acetate Alpha Dl-,,1,0,18,22,0.0556,0.0455,5.0,"""得生""安可巴斯",衛署藥製字第032919號
ING0012,Diphenhydramine Hcl,,ING0002,Camphor,,25,10,26,119,0.9615,0.2101,44.9,"嘉伊娜巴斯;金龍膏;""正光"" 巴斯藥膠布;濕痛膏布;〝三陽〞金系羔藥布;大維好安巴斯;""德山""鎮痛藥膠布;舒痛巴佈膏〝葡萄王〞;""得生""舒痛藥布;""葡萄王"" 百克斯膏布;易貼巴佈膏;舒爾痛;溫貼喜布;萬應紅花溫感藥布;巴斯達巴佈膏藥膠布;美帝喜布藥布;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼利康水性藥布;貼可喜布;敵疼貼布;膚克舒貼布;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005700號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥輸字第018494號;衛署藥輸字第018582號;衛署藥輸字第019787號;衛署藥輸字第019788號
ING0012,Diphenhydramine Hcl,,ING0007,Methyl salicylate,,21,8,26,94,0.8077,0.2234,42.5,"嘉伊娜巴斯;金龍膏;""正光"" 巴斯藥膠布;濕痛膏布;〝三陽〞金系羔藥布;大維好安巴斯;""德山""鎮痛藥膠布;舒痛巴佈膏〝葡萄王〞;""得生""舒痛藥布;""葡萄王"" 百克斯膏布;易貼巴佈膏;舒爾痛;溫貼喜布;萬應紅花溫感藥布;巴斯達巴佈膏藥膠布;美帝喜布藥布;""得生""酸痛貼布;貼利康水性藥布;敵疼貼布;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005700號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第039881號;衛署藥輸字第018494號;衛署藥輸字第019788號
ING0012,Diphenhydramine Hcl,,ING0003,Menthol,,24,10,26,124,0.9231,0.1935,42.3,"嘉伊娜巴斯;金龍膏;""正光"" 巴斯藥膠布;濕痛膏布;〝三陽〞金系羔藥布;大維好安巴斯;""德山""鎮痛藥膠布;舒痛巴佈膏〝葡萄王〞;""得生""舒痛藥布;""葡萄王"" 百克斯膏布;易貼巴佈膏;舒爾痛;溫貼喜布;萬應紅花溫感藥布;巴斯達巴佈膏藥膠布;美帝喜布藥布;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼利康水性藥布;貼可喜布;敵疼貼布;日本三笠藥膠布Ｇ;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003598號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004218號;衛署成製字第004545號;衛署成製字第005700號;衛署成製字第009015號;衛署成製字第011077號;衛署藥製字第019363號;衛署藥製字第032920號;衛署藥製字第033156號;衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第035703號;衛署藥製字第037282號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥輸字第018494號;衛署藥輸字第019787號;衛署藥輸字第019788號
ING0012,Diphenhydramine Hcl,,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,6,3,26,9,0.2308,0.6667,39.2,"易貼巴佈膏;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼利康水性藥布;貼可喜布;敵疼貼布",衛署藥製字第032920號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第039881號;衛署藥製字第040204號;衛署藥輸字第018494號
ING0012,Diphenhydramine Hcl,,ING0004,Borneol,,5,1,26,12,0.1923,0.4167,28.3,"嘉伊娜巴斯;""正光"" 巴斯藥膠布;濕痛膏布;大維好安巴斯;""葡萄王"" 百克斯膏布",衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004085號;衛署成製字第004545號;衛署藥製字第019363號
ING0012,Diphenhydramine Hcl,,ING0049,Tocopherol Acetate,,6,3,26,18,0.2308,0.3333,27.7,"易貼巴佈膏;美帝喜布藥布;""得生""酸痛貼布;""生春""貼酸明痠痛布;貼可喜布;敵疼貼布",衛署藥製字第032920號;衛署藥製字第037297號;衛署藥製字第037298號;衛署藥製字第038310號;衛署藥製字第040204號;衛署藥輸字第018494號
ING0012,Diphenhydramine Hcl,,ING0053,Hydrocortisone Acetate,,1,1,26,1,0.0385,1.0000,19.6,巴斯達巴佈膏藥膠布,衛署藥製字第035703號
ING0012,Diphenhydramine Hcl,,ING0005,Thymol,,5,1,26,29,0.1923,0.1724,18.2,"嘉伊娜巴斯;""正光"" 巴斯藥膠布;〝三陽〞金系羔藥布;大維好安巴斯;日本三笠溫感藥膠布",衛署成製字第001427號;衛署成製字第003786號;衛署成製字第004218號;衛署成製字第004545號;衛署藥輸字第019788號
ING0012,Diphenhydramine Hcl,,ING0017,Glycol Salicylate,,5,4,26,44,0.1923,0.1136,14.8,"舒爾痛;美帝喜布藥布;""生春""貼酸明痠痛布;貼可喜布;日本三笠藥膠布Ｇ",衛署藥製字第033156號;衛署藥製字第037297號;衛署藥製字第038310號;衛署藥製字第040204號;衛署藥輸字第019787號
ING0012,Diphenhydramine Hcl,,ING0011,Phellodendron Extract,,2,2,26,8,0.0769,0.2500,13.9,萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第035217號;衛署藥製字第039881號
ING0012,Diphenhydramine Hcl,,ING0046,Tocopherol Acetate Alpha (Eq To Vit E Acetate) (Eq To Vitamin E Acetate),,2,0,26,8,0.0769,0.2500,13.9,"""葡萄王"" 百克斯膏布;爽樂巴斯藥膠布",衛署藥製字第019363號;衛署藥製字第033057號
ING0012,Diphenhydramine Hcl,,ING0026,Capsicum,,4,2,26,37,0.1538,0.1081,12.9,溫貼喜布;萬應紅花溫感藥布;貼利康水性藥布,衛署藥製字第034095號;衛署藥製字第035217號;衛署藥製字第037282號;衛署藥製字第039881號
ING0012,Diphenhydramine Hcl,,ING0052,Glycyrrhetic Acid (Eq To Glycyrrhetinic Acid),,1,1,26,3,0.0385,0.3333,11.3,萬應紅花溫感藥布,衛署藥製字第035217號
ING0012,Diphenhydramine Hcl,,ING0023,Mentha Oil,,2,0,26,14,0.0769,0.1429,10.5,膚克舒貼布;日本三笠藥膠布Ｇ,衛署藥輸字第018582號;衛署藥輸字第019787號
ING0012,Diphenhydramine Hcl,,ING0043,Glycol Monosalicylate,,1,0,26,4,0.0385,0.2500,9.8,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0012,Diphenhydramine Hcl,,ING0074,Monoglycol Salicylate,,1,0,26,4,0.0385,0.2500,9.8,膚克舒貼布,衛署藥輸字第018582號
ING0012,Diphenhydramine Hcl,,ING0044,Nonylic-Vanillylamide,,1,0,26,6,0.0385,0.1667,8.0,日本三笠溫感藥膠布,衛署藥輸字第019788號
ING0012,Diphenhydramine Hcl,,ING0033,Tocopherol Acetate Alpha Dl-,,1,1,26,22,0.0385,0.0455,4.2,巴斯達巴佈膏藥膠布,衛署藥製字第035703號
ING0012,Diphenhydramine Hcl,,ING0001,Zinc Oxide,,1,0,26,22,0.0385,0.0455,4.2,濕痛膏布,衛署成製字第004085號
ING0072,Diphenhydramine Salicylate,,ING0073,Rosskastanien Extract,,1,0,1,1,1.0000,1.0000,60.0,三共藥布劑,衛署藥輸字第018475號
ING0072,Diphenhydramine Salicylate,,ING0017,Glycol Salicylate,,1,0,1,44,1.0000,0.0227,15.1,三共藥布劑,衛署藥輸字第018475號
ING0072,Diphenhydramine Salicylate,,ING0003,Menthol,,1,0,1,124,1.0000,0.0081,9.0,三共藥布劑,衛署藥輸字第018475號
ING0057,Dl-Alpha-Tocopherol Acetate,,ING0017,Glycol Salicylate,,1,1,1,44,1.0000,0.0227,15.1,救痛藥布,衛署藥製字第040929號
ING0057,Dl-Alpha-Tocopherol Acetate,,ING0002,Camphor,,1,1,1,119,1.0000,0.0084,9.2,救痛藥布,衛署藥製字第040929號
ING0057,Dl-Alpha-Tocopherol Acetate,,ING0003,Menthol,,1,1,1,124,1.0000,0.0081,9.0,救痛藥布,衛署藥製字第040929號
ING0058,Estradiol,,ING0077,Norelgestromin,,1,0,8,1,0.1250,1.0000,35.4,以芙避孕貼片,衛署藥輸字第023956號
ING0021,Ethacridine Lactate Monohydrate (Acrinol),,ING0022,Zinc Oxide Ointment,,1,1,2,1,0.5000,1.0000,60.0,治傷藥布,衛署成製字第003913號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0019,Peppermint Oil (Oleum Menth Pip),,5,2,10,12,0.5000,0.4167,45.6,"大維貼痠痛藥布;耐斯藥膠布;""德山""象印膏藥膠布;寶安藥膠布;""德山"" 舒痠痛藥布",衛署成製字第005666號;衛署成製字第005830號;衛署成製字第005910號;衛署藥製字第023884號;衛署藥製字第045173號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0029,Rose Oil,,1,0,10,1,0.1000,1.0000,31.6,大維貼痠痛藥布,衛署成製字第005666號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0002,Camphor,,10,5,10,119,1.0000,0.0840,29.0,"大維貼痠痛藥布;耐斯藥膠布;""德山""象印膏藥膠布;曼秀雷敦鎮痛水性藥膠布;鐵甲貼布;寶安藥膠布;虎標鎮痛藥布;""德山"" 舒痠痛藥布;""得生"" 貼立舒喜布;藤澤藥膠布",衛署成製字第005666號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第010389號;衛署成輸字第000001號;衛署藥製字第023884號;衛署藥製字第043030號;衛署藥製字第045173號;衛署藥製字第049007號;衛署藥輸字第020565號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0003,Menthol,,10,5,10,124,1.0000,0.0806,28.4,"大維貼痠痛藥布;耐斯藥膠布;""德山""象印膏藥膠布;曼秀雷敦鎮痛水性藥膠布;鐵甲貼布;寶安藥膠布;虎標鎮痛藥布;""德山"" 舒痠痛藥布;""得生"" 貼立舒喜布;藤澤藥膠布",衛署成製字第005666號;衛署成製字第005830號;衛署成製字第005910號;衛署成製字第010389號;衛署成輸字第000001號;衛署藥製字第023884號;衛署藥製字第043030號;衛署藥製字第045173號;衛署藥製字第049007號;衛署藥輸字第020565號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0020,Gardenia Fruit Powder,,2,0,10,5,0.2000,0.4000,28.3,耐斯藥膠布;藤澤藥膠布,衛署成製字第005830號;衛署藥輸字第020565號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,2,0,10,5,0.2000,0.4000,28.3,耐斯藥膠布;藤澤藥膠布,衛署成製字第005830號;衛署藥輸字第020565號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0023,Mentha Oil,,3,1,10,14,0.3000,0.2143,25.4,鐵甲貼布;虎標鎮痛藥布;藤澤藥膠布,衛署成輸字第000001號;衛署藥製字第043030號;衛署藥輸字第020565號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0024,Olive Oil,,1,0,10,2,0.1000,0.5000,22.4,大維貼痠痛藥布,衛署成製字第005666號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0027,Clove Oil,,1,0,10,3,0.1000,0.3333,18.3,大維貼痠痛藥布,衛署成製字第005666號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0016,Chlorpheniramine Maleate,,1,0,10,7,0.1000,0.1429,12.0,寶安藥膠布,衛署藥製字第023884號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0005,Thymol,,2,0,10,29,0.2000,0.0690,11.7,大維貼痠痛藥布;耐斯藥膠布,衛署成製字第005666號;衛署成製字第005830號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0011,Phellodendron Extract,,1,0,10,8,0.1000,0.1250,11.2,寶安藥膠布,衛署藥製字第023884號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0010,Scopolia Extract,,1,0,10,8,0.1000,0.1250,11.2,寶安藥膠布,衛署藥製字第023884號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,1,0,10,9,0.1000,0.1111,10.5,藤澤藥膠布,衛署藥輸字第020565號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0007,Methyl salicylate,,3,1,10,94,0.3000,0.0319,9.8,"大維貼痠痛藥布;""德山""象印膏藥膠布;寶安藥膠布",衛署成製字第005666號;衛署成製字第005910號;衛署藥製字第023884號
ING0028,Eucalyptus Oil (Oleum Eucalypti),,ING0001,Zinc Oxide,,1,1,10,22,0.1000,0.0455,6.7,"""德山""象印膏藥膠布",衛署成製字第005910號
ING0020,Gardenia Fruit Powder,,ING0018,Phellodendron Bark Powder (Eq To Powdered Phellodendron Bark),,4,0,5,5,0.8000,0.8000,80.0,百珍膏布;黃金膏;耐斯藥膠布;藤澤藥膠布,衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005830號;衛署藥輸字第020565號
ING0020,Gardenia Fruit Powder,,ING0019,Peppermint Oil (Oleum Menth Pip),,4,0,5,12,0.8000,0.3333,51.6,百珍膏布;金龍藥膏布;黃金膏;耐斯藥膠布,衛署成製字第003836號;衛署成製字第004211號;衛署成製字第004435號;衛署成製字第005830號
ING0020,Gardenia Fruit Powder,,ING0025,Phellodendron Bark,,1,0,5,2,0.2000,0.5000,31.6,金龍藥膏布,衛署成製字第004211號
ING0020,Gardenia Fruit Powder,,ING0028,Eucalyptus Oil (Oleum Eucalypti),,2,0,5,10,0.4000,0.2000,28.3,耐斯藥膠布;藤澤藥膠布,衛署成製字第005830號;衛署藥輸字第020565號
ING0020,Gardenia Fruit Powder,,ING0005,Thymol,,3,0,5,29,0.6000,0.1034,24.9,金龍藥膏布;黃金膏;耐斯藥膠布,衛署成製字第004211號;衛署成製字第004435號;衛署成製字第005830號
ING0020,Gardenia Fruit Powder,,ING0002,Camphor,,4,0,5,119,0.8000,0.0336,16.4,百珍膏布;黃金膏;耐斯藥膠布;藤澤藥膠布,衛署成製字第003836號;衛署成製字第004435號;衛署成製字第005830號;衛署藥輸字第020565號
ING0020,Gardenia Fruit Powder,,ING0048,Glycyrrhizinic Acid (Eq To Glycyrrhetinic Acid Glycoside)(Eq To Glycyrrhizic Acid ),,1,0,5,9,0.2000,0.1111,14.9,藤澤藥膠布,衛署藥輸字第020565號
ING0020,Gardenia Fruit Powder,,ING0003,Menthol,,3,0,5,124,0.6000,0.0242,12.0,金龍藥膏布;耐斯藥膠布;藤澤藥膠布,衛署成製字第004211號;衛署成製字第005830號;衛署藥輸字第020565號
ING0020,Gardenia Fruit Powder,,ING0023,Mentha Oil,,1,0,5,14,0.2000,0.0714,12.0,藤澤藥膠布,衛署藥輸字第020565號
ING0020,Gardenia Fruit Powder,,ING0006,Diphenhydramine,,1,0,5,18,0.2000,0.0556,10.5,黃金膏,衛署成製字第004435號
ING0020,Gardenia Fruit Powder,,ING0007,Methyl salicylate,,2,0,5,94,0.4000,0.0213,9.2,百珍膏布;黃金膏,衛署成製字第003836號;衛署成製字第004435號
ING0032,GLYCERIN (eq to GLYCEROL),,ING0031,D-Borneol,,1,0,1,2,1.0000,0.5000,60.0,疼痛膏,衛署成製字第006647號
ING0032,GLYCERIN (eq to GLYCEROL),,ING0030,Salicyl Ethylene Glycol,,1,0,1,2,1.0000,0.5000,60.0,疼痛膏,衛署成製字第006647號
ING0032,GLYCERIN (eq to GLYCEROL),,ING0019,Peppermint Oil (Oleum Menth Pip),,1,0,1,12,1.0000,0.0833,28.9,疼痛膏,衛署成製字第006647號
ING0032,GLYCERIN (eq to GLYCEROL),,ING0005,Thymol,,1,0,1,29,1.0000,0.0345,18.6,疼痛膏,衛署成製字第006647號
ING0032,GLYCERIN (eq to GLYCEROL),,ING0002,Camphor,,1,0,1,119,1.0000,0.0084,9.2,疼痛膏,衛署成製字第006647號
ING0032,GLYCERIN (eq to GLYCEROL),,ING0003,Menthol,,1,0,1,124,1.0000,0.0081,9.0,疼痛膏,衛署成製字第006647號
ING0043,Glycol Monosalicylate,,ING0042,Colophony (Eq To Rosin),,1,0,4,1,0.2500,1.0000,50.0,撒隆辣椒膏,衛署藥製字第013430號
ING0043,Glycol Monosalicylate,,ING0037,Rubber,,1,0,4,2,0.2500,0.5000,35.4,撒隆辣椒膏,衛署藥製字第013430號
ING0043,Glycol Monosalicylate,,ING0046,Tocopherol Acetate Alpha (Eq To Vit E Acetate) (Eq To Vitamin E Acetate),,1,0,4,8,0.2500,0.1250,17.7,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0043,Glycol Monosalicylate,,ING0004,Borneol,,1,0,4,12,0.2500,0.0833,14.4,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0043,Glycol Monosalicylate,,ING0002,Camphor,,3,1,4,119,0.7500,0.0252,13.8,"""葡萄王"" 百克斯膏布;巴巴痛;脫酸寧藥膠布",衛署藥製字第019363號;衛署藥製字第033155號;衛署藥輸字第018359號
ING0043,Glycol Monosalicylate,,ING0003,Menthol,,3,1,4,124,0.7500,0.0242,13.5,"""葡萄王"" 百克斯膏布;巴巴痛;脫酸寧藥膠布",衛署藥製字第019363號;衛署藥製字第033155號;衛署藥輸字第018359號
ING0043,Glycol Monosalicylate,,ING0023,Mentha Oil,,1,0,4,14,0.2500,0.0714,13.4,脫酸寧藥膠布,衛署藥輸字第018359號
ING0043,Glycol Monosalicylate,,ING0049,Tocopherol Acetate,,1,0,4,18,0.2500,0.0556,11.8,脫酸寧藥膠布,衛署藥輸字第018359號
ING0043,Glycol Monosalicylate,,ING0033,Tocopherol Acetate Alpha Dl-,,1,1,4,22,0.2500,0.0455,10.7,巴巴痛,衛署藥製字第033155號
ING0043,Glycol Monosalicylate,,ING0001,Zinc Oxide,,1,0,4,22,0.2500,0.0455,10.7,撒隆辣椒膏,衛署藥製字第013430號
ING0043,Glycol Monosalicylate,,ING0007,Methyl salicylate,,2,0,4,94,0.5000,0.0213,10.3,"""葡萄王"" 百克斯膏布;脫酸寧藥膠布",衛署藥製字第019363號;衛署藥輸字第018359號
ING0043,Glycol Monosalicylate,,ING0012,Diphenhydramine Hcl,,1,0,4,26,0.2500,0.0385,9.8,"""葡萄王"" 百克斯膏布",衛署藥製字第019363號
ING0043,Glycol Monosalicylate,,ING0005,Thymol,,1,0,4,29,0.2500,0.0345,9.3,脫酸寧藥膠布,衛署藥輸字第018359號
ING0043,Glycol Monosalicylate,,ING0026,Capsicum,,1,0,4,37,0.2500,0.0270,8.2,撒隆辣椒膏,衛署藥製字第013430號
ING0017,Glycol Salicylate,,ING0003,Menthol,,38,19,44,124,0.8636,0.3065,51.4,"歡喜巴斯;人生舒冷巴佈膏;""德山""祛酸痛藥膠布;貼可藥膠布;美帝喜布藥膠布;舒爾痛;生春痠痛寧藥膠布;""港香蘭""撲來貼藥布;貼可藥布;美帝喜布藥布;救筋酸痛布;福貼藥布;""生春""貼酸明痠痛布;樂貼藥布;抗痛舒佈藥膠布;貼可喜布;曼秀雷敦熱力鎮痛藥膠布;透骨痠痛布;救痛藥布;德國薄荷標消炎膏;""德山""筋來爽藥膠布;三箭水性鎮痛藥膏布;""漁人"" 療痛貼藥膠布;〝護民〞緩痛貼藥膠布;〝國品〞療舒貼藥膠布;脫酸寧透明藥布;三共藥布劑;脫酸寧Ａ藥布;日本三笠藥膠布Ｇ;善必克貼布劑;日本祐德巴斯貼布劑;脫酸寧濕布Ａ貼片劑;大正愛舒酸痛貼布;撒隆適布;脫酸寧濕布;撒隆適布肌兒帕奇貼片;曼秀雷敦熱力酸痛藥布",衛署成製字第003380號;衛署成製字第007868號;衛署藥製字第027581號;衛署藥製字第032109號;衛署藥製字第032110號;衛署藥製字第033156號;衛署藥製字第034140號;衛署藥製字第035322號;衛署藥製字第037295號;衛署藥製字第037297號;衛署藥製字第038086號;衛署藥製字第038309號;衛署藥製字第038310號;衛署藥製字第038322號;衛署藥製字第039768號;衛署藥製字第040204號;衛署藥製字第040515號;衛署藥製字第040571號;衛署藥製字第040929號;衛署藥製字第042882號;衛署藥製字第043430號;衛署藥製字第047842號;衛署藥製字第048163號;衛署藥製字第049355號;衛署藥製字第049614號;衛署藥輸字第018206號;衛署藥輸字第018475號;衛署藥輸字第019083號;衛署藥輸字第019787號;衛署藥輸字第020500號;衛署藥輸字第020601號;衛署藥輸字第020734號;衛署藥輸字第021138號;衛署藥輸字第022347號;衛署藥輸字第022601號;衛署藥輸字第023451號;衛署藥輸字第023545號;衛部藥製字第059851號
ING0017,Glycol Salicylate,,ING0033,Tocopherol Acetate Alpha Dl-,,16,10,44,22,0.3636,0.7273,51.4,"人生舒冷巴佈膏;人生溫感巴佈膏;熱龍巴布;抗痛舒佈藥膠布;貼利康溫感藥布;德國薄荷標消炎膏;""德山""筋來爽藥膠布;""漁人"" 療痛貼藥膠布;〝美善滅酸疼〞溫感貼布;〝護民〞緩痛貼藥膠布;〝國品〞療舒貼藥膠布;“德山”邁疼溫感貼布;大正愛舒酸痛貼布;撒隆適布;曼秀雷敦熱力酸痛藥布",衛署成製字第007868號;衛署成製字第008368號;衛署成製字第009438號;衛署藥製字第039768號;衛署藥製字第039800號;衛署藥製字第042882號;衛署藥製字第043430號;衛署藥製字第048163號;衛署藥製字第049171號;衛署藥製字第049355號;衛署藥製字第049614號;衛署藥製字第050257號;衛署藥輸字第021138號;衛署藥輸字第022347號;衛署藥輸字第022601號;衛部藥製字第059851號
