product_id,class_id,classification_evidence,source_id,verified_at
spray_0017,antihistamine,rule evaluated against TFDA 主成分略述: FLUTICASONE PROPIONATE MICRONIZED;;AZELASTINE HYDROCHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0017,combination,rule evaluated against TFDA 主成分略述: FLUTICASONE PROPIONATE MICRONIZED;;AZELASTINE HYDROCHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0018,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0019,decongestant,rule evaluated against TFDA 主成分略述: NEOMYCIN SULFATE;;DIPHENHYDRAMINE HCL;;PHENYLEPHRINE;;PREDNISOLONE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0019,anti_infective,rule evaluated against TFDA 主成分略述: NEOMYCIN SULFATE;;DIPHENHYDRAMINE HCL;;PHENYLEPHRINE;;PREDNISOLONE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0019,combination,rule evaluated against TFDA 主成分略述: NEOMYCIN SULFATE;;DIPHENHYDRAMINE HCL;;PHENYLEPHRINE;;PREDNISOLONE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0020,other_oropharyngeal,rule evaluated against TFDA 主成分略述: NICOTINE;;NICOTINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0021,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: AZULENE SODIUM SULFONATE;;Cetylpyridinium Chloride Hydrate,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0022,decongestant,rule evaluated against TFDA 主成分略述: PROCAINE HCL;;DIPHENHYDRAMINE HCL;;NAPHAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0023,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0024,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0025,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: POVIDONE-IODINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0026,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: Povidone lodine,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0027,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0028,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE HCL;;DIPHENHYDRAMINE HCL;;PROCAINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0029,mast_cell_stabilizer,rule evaluated against TFDA 主成分略述: CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0030,other_nasal,rule evaluated against TFDA 主成分略述: DESMOPRESSIN ACETATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0031,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0032,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0033,corticosteroid,rule evaluated against TFDA 主成分略述: BECLOMETHASONE DIPROPIONATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0034,corticosteroid,rule evaluated against TFDA 主成分略述: BECLOMETHASONE DIPROPIONATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0035,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0036,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0037,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0038,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0039,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0040,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0041,local_anesthetic,rule evaluated against TFDA 主成分略述: LIDOCAINE;;CETRIMIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0042,corticosteroid,rule evaluated against TFDA 主成分略述: TRIAMCINOLONE ACETONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0043,corticosteroid,rule evaluated against TFDA 主成分略述: MOMETASONE FUROATE MONOHYDRATE MICRONIZED EQ TO MOMETASONE FUROATE ANHYDROUS,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0044,other_nasal,rule evaluated against TFDA 主成分略述: VARENICLINE TARTRATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0045,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0046,decongestant,rule evaluated against TFDA 主成分略述: CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE NITRATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0047,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0048,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0049,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0050,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE MICRONIZED;;BUDESONIDE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0051,other_nasal,rule evaluated against TFDA 主成分略述: BUTORPHANOL TARTRATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0052,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0053,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0054,decongestant,rule evaluated against TFDA 主成分略述: Ipratropium bromide (monohydrate);;XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0054,anticholinergic,rule evaluated against TFDA 主成分略述: Ipratropium bromide (monohydrate);;XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0054,combination,rule evaluated against TFDA 主成分略述: Ipratropium bromide (monohydrate);;XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0055,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0056,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE;;BENZALKONIUM CHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0057,other_nasal,rule evaluated against TFDA 主成分略述: Esketamine HCl,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0058,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0059,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0060,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0061,decongestant,rule evaluated against TFDA 主成分略述: CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0062,antihistamine,rule evaluated against TFDA 主成分略述: AZELASTINE HYDROCHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0063,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0064,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0065,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0066,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0067,corticosteroid,rule evaluated against TFDA 主成分略述: BECLOMETHASONE DIPROPIONATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0068,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0069,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0070,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0071,decongestant,rule evaluated against TFDA 主成分略述: CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0072,corticosteroid,rule evaluated against TFDA 主成分略述: BECLOMETHASONE DIPROPIONATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0073,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0074,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0075,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0076,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0077,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0078,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0079,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0080,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0081,corticosteroid,rule evaluated against TFDA 主成分略述: TRIAMCINOLONE ACETONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0082,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE HCL;;LIDOCAINE;;CHLORPHENIRAMINE MALEATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0083,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0084,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE;;BENZETHONIUM CHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0085,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0086,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0087,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0088,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0089,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: HEXETIDINE (STERISOL),tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0090,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0091,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: POVIDONE-IODINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0092,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0093,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0094,mast_cell_stabilizer,rule evaluated against TFDA 主成分略述: CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0095,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0096,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0097,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0098,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0099,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: POVIDONE-IODINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0100,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0101,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: POVIDONE-IODINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0102,decongestant,rule evaluated against TFDA 主成分略述: CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0103,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0104,corticosteroid,rule evaluated against TFDA 主成分略述: FLUTICASONE FUROATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0105,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE HCL;;CHLORPHENIRAMINE MALEATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0106,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0107,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0108,antihistamine,rule evaluated against TFDA 主成分略述: AZELASTINE HYDROCHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0109,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0110,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0111,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0112,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: Povidone lodine,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0113,decongestant,rule evaluated against TFDA 主成分略述: CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE HYDROCHLORIDE;;BENZALKONIUM CHLORIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0114,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0115,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0116,corticosteroid,rule evaluated against TFDA 主成分略述: BECLOMETHASONE DIPROPIONATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0117,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: POVIDONE-IODINE;;POVIDONE-IODINE;;POVIDONE-IODINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0118,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0119,corticosteroid,rule evaluated against TFDA 主成分略述: FLUTICASONE PROPIONATE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0120,decongestant,rule evaluated against TFDA 主成分略述: XYLOMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0121,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0122,antiseptic_or_anti_infective,rule evaluated against TFDA 主成分略述: POVIDONE-IODINE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0123,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0124,mast_cell_stabilizer,rule evaluated against TFDA 主成分略述: CROMOLYN SODIUM (EQ TO SODIUM CROMOGLICATE)(EQ TO SODIUM CROMOGLYCATE),tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0125,corticosteroid,rule evaluated against TFDA 主成分略述: BUDESONIDE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0126,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0127,decongestant,rule evaluated against TFDA 主成分略述: NAPHAZOLINE NITRATE;;CHLORPHENIRAMINE MALEATE;;CHLORPHENIRAMINE MALEATE;;NAPHAZOLINE NITRATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0128,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0129,other_nasal,rule evaluated against TFDA 主成分略述: SUMATRIPTAN,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0130,corticosteroid,rule evaluated against TFDA 主成分略述: AZELASTINE HYDROCHLORIDE;;FLUTICASONE PROPIONATE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0130,antihistamine,rule evaluated against TFDA 主成分略述: AZELASTINE HYDROCHLORIDE;;FLUTICASONE PROPIONATE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0130,combination,rule evaluated against TFDA 主成分略述: AZELASTINE HYDROCHLORIDE;;FLUTICASONE PROPIONATE MICRONIZED,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0131,corticosteroid,rule evaluated against TFDA 主成分略述: FLUTICASONE PROPIONATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0132,corticosteroid,rule evaluated against TFDA 主成分略述: FLUTICASONE FUROATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0133,corticosteroid,rule evaluated against TFDA 主成分略述: MOMETASONE FUROATE MONOHYDRATE,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0134,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0135,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0136,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0137,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0138,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0139,decongestant,rule evaluated against TFDA 主成分略述: OXYMETAZOLINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0140,analgesic_or_anti_inflammatory,rule evaluated against TFDA 主成分略述: BENZYDAMINE HCL;;BENZYDAMINE HCL,tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0141,decongestant,"TFDA active ingredients: naphazoline (decongestant), diphenhydramine (antihistamine); multi-active product.",tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0141,antihistamine,"TFDA active ingredients: naphazoline (decongestant), diphenhydramine (antihistamine); multi-active product.",tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
spray_0141,combination,"TFDA active ingredients: naphazoline (decongestant), diphenhydramine (antihistamine); multi-active product.",tfda_open_data_info37_43_cached_20260711,2026-07-14T00:00:00+08:00
